fund_id,scheme_name,amc_name,category,sub_category,risk_level,risk_cluster_label,cluster,rating,fund_manager,returns_1yr,returns_3yr,returns_5yr,composite_return,net_return,expense_ratio,sharpe,alpha,beta,std_dev,rari,fund_size_cr,fund_size_category,min_sip,min_lumpsum,investment_score,return_consistency,rank_by_score,rank_by_return,rank_by_sharpe,is_top50
159,DSP Healthcare Fund,DSP Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Vinit Sambre,-3.6,26.9,8.9,12.7,11.66,1.04,1.19,6.84,0.78,17.83,0.71228266965788,1197.0,Mid (500–5K Cr),500,500,38.86,58.16090552148686,410,338,485,False
160,DSP India T.I.G.E.R. Fund,DSP Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Rohit Singhania,15.8,36.4,11.9,21.255,19.915,1.34,1.78,10.78,0.64,17.58,1.2090443686006829,1797.0,Mid (500–5K Cr),500,500,65.93,60.32886063996534,56,34,94,False
161,DSP Liquidity Fund,DSP Mutual Fund,Debt,Liquid Mutual Funds,3,⭐ High Return / Low Risk,1,3,Kedar Karnik,5.6,4.3,5.3,5.01,4.859999999999999,0.15,0.83,1.29,0.73,0.37,13.54054054054054,13582.0,Large (5K–20K Cr),500,500,33.29,72.81264710240735,573,779,649,False
162,DSP Low Duration Fund,DSP Mutual Fund,Debt,Low Duration Funds,2,⭐ High Return / Low Risk,1,2,Karan Mundhara,5.1,5.5,6.3,5.779999999999999,5.48,0.3,1.4,2.97,1.35,0.83,6.9638554216867465,3340.0,Mid (500–5K Cr),500,500,36.05,72.88232293830198,479,705,304,False
163,DSP Midcap Fund,DSP Mutual Fund,Equity,Mid Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Vinit Sambre,-3.9,21.1,9.5,10.88,10.11,0.77,1.2,-6.18,0.85,15.81,0.6881720430107526,13213.0,Large (5K–20K Cr),500,500,31.75,60.98253769253603,612,424,482,False
164,DSP Natural Resources & New Energy – Direct Growth,DSP Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Rohit Singhania,-0.7,44.3,12.0,20.765,19.555,1.21,1.39,21.48,0.43,23.46,0.8851236146632564,673.0,Mid (500–5K Cr),500,500,57.63,50.29283016284947,115,41,318,False
165,DSP Nifty 50 Equal Weight Index Fund,DSP Mutual Fund,Other,Index Funds,6,📈 High Return / Moderate Risk,0,3,Anil Ghelani,2.2,30.9,10.7,16.07,15.67,0.4,1.51,3.52,1.01,17.4,0.9235632183908048,498.0,Small (<500 Cr),500,500,62.07,58.75121649364018,80,174,221,False
166,DSP Nifty 50 Index Fund,DSP Mutual Fund,Other,Index Funds,6,📈 High Return / Moderate Risk,0,3,Anil Ghelani,0.9,25.8,8.9,13.215,12.975,0.24,1.3,-0.76,0.99,16.67,0.7927414517096579,271.0,Small (<500 Cr),500,500,54.07,60.78100305832072,169,299,387,False
167,DSP Nifty Next 50 Index Fund,DSP Mutual Fund,Other,Index Funds,6,📈 High Return / Moderate Risk,0,2,Anil Ghelani,-6.3,21.8,8.9,10.375,10.055,0.32,0.97,-4.59,0.97,17.93,0.5786391522587842,227.0,Small (<500 Cr),500,500,34.94,59.427653760720126,506,442,588,False
168,DSP Overnight Fund,DSP Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,4,Kedar Karnik,5.4,3.9,8.9,6.45,6.390000000000001,0.06,0.12,0.67,0.47,0.34,18.97058823529412,2754.0,Mid (500–5K Cr),500,500,31.74,70.92753231123932,614,610,776,False
169,DSP Regular Savings Fund,DSP Mutual Fund,Hybrid,Conservative Hybrid Mutual Funds,3,⭐ High Return / Low Risk,1,2,Vikram Chopra,3.0,10.8,6.0,7.08,6.57,0.51,1.55,2.26,0.61,4.28,1.6542056074766354,199.0,Small (<500 Cr),500,500,38.03,69.55886991638155,425,541,195,False
170,DSP Savings Fund,DSP Mutual Fund,Debt,Money Market Funds,3,⭐ High Return / Low Risk,1,2,Kedar Karnik,5.0,5.3,5.9,5.51,5.26,0.25,1.15,3.15,1.65,0.81,6.802469135802468,3903.0,Mid (500–5K Cr),500,500,34.57,73.03507546146717,522,728,503,False
171,DSP Short Term Fund,DSP Mutual Fund,Debt,Short Duration Funds,2,⭐ High Return / Low Risk,1,2,Laukik Bagwe,4.1,6.1,6.7,5.97,5.67,0.3,0.96,4.96,2.51,1.67,3.5748502994011977,2821.0,Mid (500–5K Cr),500,500,33.75,72.13196117385195,554,681,595,False
172,DSP Small Cap Fund,DSP Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Vinit Sambre,0.7,38.9,12.5,19.38,18.48,0.9,1.78,4.28,0.86,18.67,1.0380289234065343,8953.0,Large (5K–20K Cr),500,500,67.66,53.93385110189998,51,72,94,False
173,DSP Strategic Bond Fund,DSP Mutual Fund,Debt,Dynamic Bond,2,⭐ High Return / Low Risk,1,3,Vikram Chopra,3.0,5.4,7.3,5.775,5.305000000000001,0.47,0.41,0.84,1.36,3.0,1.925,481.0,Small (<500 Cr),500,500,25.21,71.33849351644356,756,707,740,False
174,DSP Tax Saver Fund,DSP Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Rohit Singhania,1.8,28.8,13.3,16.425,15.615,0.81,1.51,2.57,0.94,16.3,1.0076687116564418,10129.0,Large (5K–20K Cr),500,500,56.04,59.94404030649432,140,157,221,False
175,DSP Top 100 Equity Fund,DSP Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,1,Abhishek Singh,3.6,21.8,8.9,12.355,11.085,1.27,1.18,-1.79,0.91,15.88,0.7780226700251889,2605.0,Mid (500–5K Cr),500,500,38.01,64.13259944147666,426,348,492,False
176,DSP Ultra Short Fund,DSP Mutual Fund,Debt,Ultra Short Duration Funds,2,⭐ High Return / Low Risk,1,3,Kedar Karnik,5.5,4.9,5.5,5.290000000000001,4.990000000000001,0.3,1.54,2.39,1.19,0.52,10.173076923076923,2736.0,Mid (500–5K Cr),500,500,36.68,73.14692286944899,458,747,201,False
177,DSP US Flexible Equity Fund,DSP Mutual Fund,Other,FoFs Overseas,6,📈 High Return / Moderate Risk,0,0,Jay Kothari,2.2,23.8,13.6,14.89,13.37,1.52,1.1,1.855,0.86,16.4,0.9079268292682928,770.0,Mid (500–5K Cr),500,500,40.29,62.68777890357068,380,216,524,False
178,DSP World Gold Fund,DSP Mutual Fund,Other,FoFs Overseas,6,📈 High Return / Moderate Risk,0,0,Jay Kothari,-9.0,14.8,10.2,7.97,6.16,1.81,0.4,1.855,0.86,36.51,0.2182963571624212,777.0,Mid (500–5K Cr),500,500,15.63,60.869017868018936,811,507,743,False
179,DSP World Mining Fund,DSP Mutual Fund,Other,FoFs Overseas,6,📈 High Return / Moderate Risk,0,0,Jay Kothari,-5.4,37.1,15.0,18.655,17.155,1.5,1.08,1.855,0.86,28.33,0.6584892340275327,188.0,Small (<500 Cr),500,500,42.67,52.23766711965023,332,88,534,False
180,Edelweiss Aggressive Hybrid Fund,Edelweiss Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Bharat Lahoti,6.5,24.6,13.0,15.760000000000002,15.400000000000002,0.36,1.72,5.57,0.79,11.66,1.3516295025728988,469.0,Small (<500 Cr),500,5000,60.15,64.32436362322669,97,180,121,False
181,Edelweiss Arbitrage Fund,Edelweiss Mutual Fund,Hybrid,Arbitrage Mutual Funds,1,⭐ High Return / Low Risk,1,5,Bhavesh Jain,5.8,5.0,5.7,5.475,5.105,0.37,1.31,1.78,0.63,0.72,7.604166666666666,5393.0,Large (5K–20K Cr),500,5000,33.67,73.0574431366087,558,730,375,False
182,Edelweiss Balanced Advantage Fund,Edelweiss Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,6,📈 High Return / Moderate Risk,0,4,Bhavesh Jain,2.9,18.5,12.0,12.455,11.945,0.51,1.48,2.1,0.67,9.71,1.2826982492276002,8780.0,Large (5K–20K Cr),500,5000,47.87,65.65730512561854,258,344,241,False
183,Edelweiss Banking & Psu Debt Fund,Edelweiss Mutual Fund,Debt,Banking and PSU Mutual Funds,3,⭐ High Return / Low Risk,1,2,Dhawal Dalal,3.5,6.9,7.9,6.67,6.41,0.26,0.55,6.29,3.18,3.68,1.8125,355.0,Small (<500 Cr),500,5000,32.83,71.1868205120286,587,580,707,False
184,Edelweiss Equity Savings Fund,Edelweiss Mutual Fund,Hybrid,Equity Savings Mutual Funds,4,⭐ High Return / Low Risk,1,5,Bharat Lahoti,4.4,12.1,9.0,9.165,8.465,0.7,1.53,2.41,0.79,5.29,1.7325141776937616,258.0,Small (<500 Cr),500,5000,38.79,69.61905890540065,411,477,207,False
185,Edelweiss Europe Dynamic Equity Offshore – Dir Growth,Edelweiss Mutual Fund,Other,FoFs Overseas,6,📈 High Return / Moderate Risk,0,0,Bhavesh Jain,9.2,25.2,7.6,14.079999999999998,12.579999999999998,1.5,0.93,1.855,0.86,19.12,0.7364016736401673,83.0,Small (<500 Cr),500,5000,39.6,63.76091298248561,398,262,611,False
186,Edelweiss Flexi Cap Fund,Edelweiss Mutual Fund,Equity,Flexi Cap Funds,6,📈 High Return / Moderate Risk,0,3,Trideep Bhattacharya,1.9,27.5,12.1,15.45,14.89,0.56,1.46,1.91,0.92,16.02,0.9644194756554308,1056.0,Mid (500–5K Cr),500,5000,56.25,60.60561277742943,133,191,260,False
187,Edelweiss Govt Securities Fund,Edelweiss Mutual Fund,Debt,Gilt Mutual Funds,3,⭐ High Return / Low Risk,1,5,Dhawal Dalal,4.3,6.8,8.2,6.93,6.27,0.66,0.88,1.77,0.61,2.77,2.501805054151625,119.0,Small (<500 Cr),500,5000,28.94,71.5176474959311,694,556,633,False
188,Edelweiss Greater China Equity Off-Shore Fund,Edelweiss Mutual Fund,Other,FoFs Overseas,6,⭐ High Return / Low Risk,1,0,Bhavesh Jain,-4.1,9.0,6.1,5.075,3.635,1.44,0.3,1.855,0.86,25.75,0.1970873786407767,1897.0,Mid (500–5K Cr),500,5000,12.82,66.61268383678541,813,769,760,False
189,Edelweiss Large & Mid Cap Fund,Edelweiss Mutual Fund,Equity,Large & Mid Cap Funds,6,📈 High Return / Moderate Risk,0,4,Abhishek Gupta,1.2,27.8,13.2,15.91,15.31,0.6,1.47,2.77,0.9,15.87,1.0025204788909894,1711.0,Mid (500–5K Cr),500,5000,56.94,60.17217192040887,120,177,248,False
190,Edelweiss Large Cap Fund,Edelweiss Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Bharat Lahoti,4.9,26.0,12.8,15.84,14.91,0.93,1.4,0.95,0.93,15.71,1.008274984086569,399.0,Small (<500 Cr),500,5000,50.7,62.83297031042959,209,178,304,False
191,Edelweiss Liquid Fund,Edelweiss Mutual Fund,Debt,Liquid Mutual Funds,3,⭐ High Return / Low Risk,1,4,Rahul Dedhia,5.6,4.4,5.4,5.09,4.94,0.15,1.08,1.47,0.8,0.38,13.394736842105262,1543.0,Mid (500–5K Cr),500,5000,35.14,72.8504229802299,503,765,534,False
192,Edelweiss Long Term Equity Fund,Edelweiss Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Trideep Bhattacharya,0.9,25.6,10.2,13.73,13.04,0.69,1.39,0.61,0.9,15.73,0.8728544183089637,209.0,Small (<500 Cr),500,500,50.8,61.018424881668295,208,276,318,False
193,Edelweiss Mid Cap Fund,Edelweiss Mutual Fund,Equity,Mid Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Trideep Bhattacharya,4.9,35.5,14.0,19.705,19.135,0.57,1.73,2.21,0.96,17.63,1.11769710720363,2530.0,Mid (500–5K Cr),500,5000,67.79,57.78017506277147,48,65,118,True
194,Edelweiss Money Market Fund,Edelweiss Mutual Fund,Debt,Money Market Funds,2,⭐ High Return / Low Risk,1,1,Dhawal Dalal,4.9,4.7,7.3,5.91,5.65,0.26,1.03,2.56,1.45,0.6,9.85,346.0,Small (<500 Cr),500,5000,34.15,72.04649740334871,539,687,553,False
195,Edelweiss Overnight Fund,Edelweiss Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,2,Rahul Dedhia,5.3,3.9,8.9,6.43,6.33,0.1,0.01,0.63,0.47,0.33,19.484848484848484,480.0,Small (<500 Cr),500,5000,30.56,70.91392741467568,649,627,792,False
196,Edelweiss Recently Listed IPO Fund,Edelweiss Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Bhavesh Jain,-13.8,24.3,10.9,10.65,10.04,0.61,1.09,0.04,0.83,17.77,0.5993247045582442,859.0,Mid (500–5K Cr),500,5000,36.46,54.16606386707586,466,429,529,False
197,Edelweiss Small Cap Fund,Edelweiss Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,4,Sahil Shah,3.0,42.5,8.9,19.48,18.879999999999995,0.6,1.98,8.58,0.81,17.99,1.0828237909949971,1458.0,Mid (500–5K Cr),500,5000,76.93,52.185979057901406,19,71,31,True
198,Edelweiss US Value Equity Offshore Fund,Edelweiss Mutual Fund,Other,FoFs Overseas,6,📈 High Return / Moderate Risk,0,0,Bhavesh Jain,2.0,23.8,11.5,13.905,12.475,1.43,1.03,1.855,0.86,16.38,0.848901098901099,90.0,Small (<500 Cr),500,5000,39.88,62.563404699389245,390,268,553,False
199,Franklin Build India Fund,Franklin Templeton Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Ajay Argal,16.0,36.1,13.3,21.82,20.52,1.3,1.6,8.05,0.71,19.06,1.144805876180483,1184.0,Mid (500–5K Cr),500,5000,64.17,61.035805186322,62,27,162,False
200,Franklin India Banking & PSU Debt Fund,Franklin Templeton Mutual Fund,Debt,Banking and PSU Mutual Funds,2,⭐ High Return / Low Risk,1,2,Umesh Sharma,4.2,6.1,7.2,6.215,6.055,0.16,0.7,3.72,1.87,1.74,3.57183908045977,712.0,Mid (500–5K Cr),500,5000,33.18,71.97565937258513,578,662,680,False
201,Franklin India Bluechip Fund,Franklin Templeton Mutual Fund,Equity,Large Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,2,Anand Radhakrishnan,-1.0,25.1,9.7,12.95,11.94,1.01,1.28,0.71,0.92,16.83,0.7694592988710637,6205.0,Large (5K–20K Cr),500,5000,36.46,60.37299258822526,466,322,432,False
202,Franklin India Corporate Debt Fund,Franklin Templeton Mutual Fund,Debt,Corporate Bond Mutual Funds,2,⭐ High Return / Low Risk,1,3,Santosh Kamath,4.4,6.3,7.0,6.234999999999999,6.025,0.21,1.02,1.68,0.56,1.8,3.463888888888889,748.0,Mid (500–5K Cr),500,10000,33.94,72.14797062625539,550,656,559,False
203,Franklin India Debt Hybrid Fund,Franklin Templeton Mutual Fund,Hybrid,Conservative Hybrid Mutual Funds,4,⭐ High Return / Low Risk,1,3,Rajasa Kakulavarapu,5.1,9.8,7.0,7.6,7.029999999999999,0.57,1.42,1.26,0.59,3.89,1.953727506426735,246.0,Small (<500 Cr),500,10000,35.89,71.12901494745537,480,517,290,False
204,Franklin India Dynamic Asset Allocation FoFs-Dir-G,Franklin Templeton Mutual Fund,Other,FoFs Domestic,4,📈 High Return / Moderate Risk,0,3,Rajasa Kakulavarapu,5.9,18.2,9.2,11.689999999999998,11.229999999999997,0.46,1.39,8.57,0.3,10.19,1.1472031403336602,1103.0,Mid (500–5K Cr),500,5000,49.89,67.12701541400396,218,374,318,False
205,Franklin India Equity Advantage Fund,Franklin Templeton Mutual Fund,Equity,Large & Mid Cap Funds,6,📈 High Return / Moderate Risk,0,2,R Janakiraman,-0.9,27.7,9.2,13.654999999999998,12.284999999999997,1.37,1.43,2.99,0.96,17.49,0.7807318467695825,2556.0,Mid (500–5K Cr),500,5000,37.02,58.98919569018996,450,278,280,False
206,Franklin India Equity Hybrid Fund,Franklin Templeton Mutual Fund,Hybrid,Aggressive Hybrid Mutual Funds,6,📈 High Return / Moderate Risk,0,3,Rajasa Kakulavarapu,5.3,22.5,11.0,13.884999999999998,12.685,1.2,1.51,3.49,0.8,12.1,1.1475206611570246,1347.0,Mid (500–5K Cr),500,5000,45.44,64.73186435651478,297,272,221,False
207,Franklin India Equity Savings Fund,Franklin Templeton Mutual Fund,Hybrid,Equity Savings Mutual Funds,3,⭐ High Return / Low Risk,1,3,Rajasa Kakulavarapu,4.8,14.0,8.9,9.864999999999998,9.154999999999998,0.71,1.53,3.39,0.94,6.61,1.492435703479576,153.0,Small (<500 Cr),500,5000,41.08,68.88428396056511,363,457,207,False
208,Franklin India Feeder – Franklin U.S. Opp.-Dir Growth,Franklin Templeton Mutual Fund,Other,FoFs Overseas,6,📈 High Return / Moderate Risk,0,0,Sandeep Manam,-12.1,17.4,11.6,8.889999999999999,8.169999999999998,0.72,0.5,1.855,0.86,23.08,0.3851819757365684,2880.0,Mid (500–5K Cr),500,5000,27.74,57.86440685757089,721,488,713,False
209,Franklin India Flexi Cap Fund,Franklin Templeton Mutual Fund,Equity,Flexi Cap Funds,6,📈 High Return / Moderate Risk,0,4,Anand Radhakrishnan,3.8,31.1,12.0,17.045,15.945000000000002,1.1,1.6,4.83,0.93,16.63,1.02495490078172,9989.0,Large (5K–20K Cr),500,5000,56.8,59.48535911132208,122,132,162,False
210,Franklin India Floating Rate Fund,Franklin Templeton Mutual Fund,Debt,Floater Mutual Funds,2,⭐ High Return / Low Risk,1,4,Pallab Roy,5.8,5.6,6.2,5.91,5.7,0.21,1.58,2.33,0.75,0.84,7.035714285714287,311.0,Small (<500 Cr),500,1000,38.12,73.18782798463236,424,687,175,False
211,Franklin India Focused Equity Fund,Franklin Templeton Mutual Fund,Equity,Focused Funds,6,📈 High Return / Moderate Risk,0,4,Ajay Argal,5.1,30.9,12.9,17.64,16.48,1.16,1.43,3.6,0.98,18.62,0.9473684210526316,8022.0,Large (5K–20K Cr),500,5000,54.83,60.26155310534429,155,116,280,False
212,Franklin India G-Sec Fund,Franklin Templeton Mutual Fund,Debt,Gilt Mutual Funds,3,⭐ High Return / Low Risk,1,2,Sachin Padwal Desai,3.5,4.1,6.3,4.97,4.4,0.57,0.04,-0.49,0.52,2.35,2.114893617021276,121.0,Small (<500 Cr),500,10000,19.43,72.01911007179636,797,789,785,False
213,Franklin India Liquid Fund,Franklin Templeton Mutual Fund,Debt,Liquid Mutual Funds,2,⭐ High Return / Low Risk,1,3,Pallab Roy,5.6,4.3,5.4,5.055,4.925,0.13,0.9,1.34,0.74,0.38,13.302631578947368,1511.0,Mid (500–5K Cr),500,10000,33.97,72.79333303096276,549,772,626,False
214,Franklin India Multi-Asset Solution Fund,Franklin Templeton Mutual Fund,Other,FoFs Domestic,4,⭐ High Return / Low Risk,1,1,Rajasa Kakulavarapu,4.1,8.7,5.3,6.249999999999999,5.809999999999999,0.44,0.39,5.14,-0.01,12.82,0.4875195007800311,45.0,Small (<500 Cr),500,5000,29.84,71.10726234187298,669,653,744,False
215,Franklin India NSE Nifty 50 Index Fund,Franklin Templeton Mutual Fund,Other,Index Funds,6,📈 High Return / Moderate Risk,0,3,Varun Sharma,0.9,25.6,11.6,14.36,14.12,0.24,1.3,-0.79,0.99,16.58,0.8661037394451147,482.0,Small (<500 Cr),500,5000,54.98,61.10664662983029,151,251,387,False
216,Franklin India Opportunities Fund,Franklin Templeton Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,R Janakiraman,7.9,31.0,11.5,17.605,15.815,1.79,1.58,4.7,0.92,16.65,1.0573573573573574,657.0,Mid (500–5K Cr),500,5000,49.62,61.06473697187386,220,118,175,False
217,Franklin India Overnight Fund,Franklin Templeton Mutual Fund,Debt,Overnight Mutual Funds,1,⭐ High Return / Low Risk,1,2,Pallab Roy,5.3,3.8,8.9,6.395,6.295,0.1,-0.18,0.49,0.41,0.35,18.27142857142857,152.0,Small (<500 Cr),500,5000,29.53,70.87226454654653,678,634,807,False
218,Franklin India Prima Fund,Franklin Templeton Mutual Fund,Equity,Mid Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,2,R Janakiraman,4.5,26.6,10.0,14.71,13.65,1.06,1.36,-4.41,0.96,17.67,0.8324844368986983,7359.0,Large (5K–20K Cr),500,5000,45.87,61.98811682265098,285,227,344,False
219,Franklin India Savings Fund,Franklin Templeton Mutual Fund,Debt,Money Market Funds,2,⭐ High Return / Low Risk,1,3,Umesh Sharma,5.3,5.2,6.1,5.625,5.525,0.1,1.5,2.67,1.29,0.63,8.928571428571429,1084.0,Mid (500–5K Cr),500,10000,38.9,73.00004474473114,409,720,232,False
220,Franklin India Smaller Companies Fund,Franklin Templeton Mutual Fund,Equity,Small Cap Mutual Funds,6,📈 High Return / Moderate Risk,0,2,R Janakiraman,10.5,38.8,11.2,20.72,19.69,1.03,1.91,7.03,0.81,17.83,1.1620863712843523,7308.0,Large (5K–20K Cr),500,5000,69.6,57.35259781433359,43,42,52,True
221,Franklin India Taxshield – Direct Growth,Franklin Templeton Mutual Fund,Equity,ELSS Mutual Funds,6,📈 High Return / Moderate Risk,0,3,R Janakiraman,4.9,29.3,11.4,16.365,15.244999999999996,1.12,1.49,2.88,0.95,16.91,0.9677705499704315,4584.0,Mid (500–5K Cr),500,500,53.0,60.857273518598944,181,160,237,False
222,Franklin India Technology Fund,Franklin Templeton Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Anand Radhakrishnan,-11.9,29.9,15.9,15.239999999999998,14.019999999999998,1.22,1.24,3.66,0.73,19.22,0.7929240374609781,712.0,Mid (500–5K Cr),500,5000,39.98,52.21705516099688,384,199,466,False
223,HDFC Arbitrage Fund,HDFC Mutual Fund,Hybrid,Arbitrage Mutual Funds,1,⭐ High Return / Low Risk,1,2,Arun Agarwal,5.6,4.5,5.2,5.035,4.605,0.43,0.82,1.24,0.5,0.7,7.192857142857144,5886.0,Large (5K–20K Cr),100,100,28.64,72.93655659467976,699,776,653,False
224,HDFC Balanced Advantage Fund,HDFC Mutual Fund,Hybrid,Dynamic Asset Allocation or Balanced Advantage,6,📈 High Return / Moderate Risk,0,4,Gopal Agrawal,14.4,29.3,12.9,18.94,18.06,0.88,1.6,7.38,0.88,14.82,1.2780026990553306,51042.0,Giant (>20K Cr),100,100,60.88,64.42672763901295,91,81,162,False
225,HDFC Banking and PSU Debt Fund,HDFC Mutual Fund,Debt,Banking and PSU Mutual Funds,2,⭐ High Return / Low Risk,1,4,Anil Bamboli,4.3,6.8,7.2,6.48,6.090000000000001,0.39,0.98,3.4,1.06,2.02,3.207920792079208,4805.0,Mid (500–5K Cr),100,100,33.06,71.92170966641258,579,605,584,False
226,HDFC Capital Builder Value Fund,HDFC Mutual Fund,Equity,Value Funds,6,📈 High Return / Moderate Risk,0,2,Gopal Agrawal,-0.7,33.7,11.3,16.740000000000002,15.700000000000005,1.04,1.53,3.69,0.95,16.41,1.020109689213894,5227.0,Large (5K–20K Cr),100,100,46.43,56.03328339376719,277,145,207,False
227,HDFC Children’s Gift Fund,HDFC Mutual Fund,Solution Oriented,Childrens Funds,6,📈 High Return / Moderate Risk,0,0,Chirag Setalvad,10.5,26.8,12.9,17.285,16.325,0.96,1.87,7.62,0.76,11.58,1.4926597582037997,6157.0,Large (5K–20K Cr),100,100,58.66,64.69314363906139,111,128,66,False
228,HDFC Corporate Bond Fund,HDFC Mutual Fund,Debt,Corporate Bond Mutual Funds,3,⭐ High Return / Low Risk,1,3,Anupam Joshi,4.1,6.9,7.3,6.52,6.199999999999999,0.32,0.99,1.91,0.94,2.19,2.9771689497716896,23486.0,Giant (>20K Cr),100,100,33.23,71.7497734535465,575,598,576,False
229,HDFC Credit Risk Debt Fund,HDFC Mutual Fund,Debt,Credit Risk Funds,4,⭐ High Return / Low Risk,1,3,Shobhit Mehrotra,4.6,8.0,7.7,7.1850000000000005,6.235,0.95,1.3,2.63,-0.52,2.56,2.806640625,8437.0,Large (5K–20K Cr),100,100,30.19,71.61095864383003,657,535,387,False
230,HDFC Dynamic Debt Fund,HDFC Mutual Fund,Debt,Dynamic Bond,3,⭐ High Return / Low Risk,1,4,Anil Bamboli,4.6,7.3,6.1,6.22,5.73,0.49,0.79,2.71,0.55,3.62,1.718232044198895,527.0,Mid (500–5K Cr),100,100,30.12,72.14055810511589,659,659,660,False
231,HDFC Dynamic PE Ratio Fund,HDFC Mutual Fund,Other,FoFs Domestic,5,📈 High Return / Moderate Risk,0,4,Srinivasan Ramamurthy,8.6,21.9,11.1,14.38,14.159999999999998,0.22,1.8,6.38,0.6,9.63,1.4932502596053996,30.0,Small (<500 Cr),100,100,59.4,66.42485841946889,105,250,87,False
232,HDFC Equity Savings Fund,HDFC Mutual Fund,Hybrid,Equity Savings Mutual Funds,4,📈 High Return / Moderate Risk,0,4,Anil Bamboli,5.1,16.0,8.8,10.58,9.48,1.1,1.61,4.42,0.98,7.09,1.4922425952045135,2524.0,Mid (500–5K Cr),100,100,39.99,67.9504697516338,383,431,153,False
233,HDFC Flexi Cap Fund,HDFC Mutual Fund,Equity,Flexi Cap Funds,6,📈 High Return / Moderate Risk,0,4,Roshi Jain,12.4,34.5,14.0,20.855,19.855,1.0,1.56,5.15,1.0,18.4,1.1334239130434784,31672.0,Giant (>20K Cr),100,100,63.74,61.16977834897266,63,39,190,False
234,HDFC Floating Rate Debt Fund,HDFC Mutual Fund,Debt,Floater Mutual Funds,3,⭐ High Return / Low Risk,1,4,Shobhit Mehrotra,5.6,6.5,6.9,6.5,6.24,0.26,1.76,3.39,0.9,1.24,5.241935483870968,14785.0,Large (5K–20K Cr),100,100,39.98,72.82750021911482,384,601,103,False
235,HDFC Focused 30 Fund,HDFC Mutual Fund,Equity,Focused Funds,6,📈 High Return / Moderate Risk,0,3,Roshi Jain,16.0,35.8,11.9,21.085,20.545,0.54,1.71,7.78,0.92,17.19,1.2265852239674226,3609.0,Mid (500–5K Cr),100,100,72.1,60.7127487980987,34,37,124,True
236,HDFC Gilt Fund,HDFC Mutual Fund,Debt,Gilt Mutual Funds,3,⭐ High Return / Low Risk,1,2,Anil Bamboli,3.6,4.9,6.4,5.315,4.855,0.46,0.34,0.23,0.64,2.78,1.9118705035971224,1739.0,Mid (500–5K Cr),100,100,23.78,72.09214306049718,769,744,756,False
237,HDFC Gold Fund,HDFC Mutual Fund,Other,FoFs Domestic,5,📈 High Return / Moderate Risk,0,5,Nirman Morakhia,14.2,12.3,13.4,13.175,12.995,0.18,0.47,-0.5,1.01,14.19,0.9284707540521496,1402.0,Mid (500–5K Cr),100,100,39.61,72.53939382954582,397,302,722,False
238,HDFC Housing Opportunities Fund,HDFC Mutual Fund,Equity,Sectoral / Thematic Mutual Funds,6,📈 High Return / Moderate Risk,0,0,Rakesh Vyas,9.8,27.1,7.9,15.0,13.72,1.28,1.23,0.23,1.0,19.34,0.7755946225439504,1081.0,Mid (500–5K Cr),100,100,45.42,62.91395056631326,298,210,471,False
239,HDFC Hybrid Debt Fund,HDFC Mutual Fund,Hybrid,Conservative Hybrid Mutual Funds,4,📈 High Return / Moderate Risk,0,3,Shobhit Mehrotra,6.0,13.3,8.4,9.635000000000002,8.305000000000001,1.33,1.74,3.73,0.69,4.97,1.9386317907444672,2695.0,Mid (500–5K Cr),100,100,35.36,69.7726700076115,494,461,113,False
